"Table A1 - Number of households by initial assessment of homelessness circumstances and needs
England, April 2022 to March 2023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Total number of households assessed1,2",,Total households assessed as owed a duty,Threatened with homelessness - Prevention duty owed,     Of which: due to service of valid Section 21 Notice,Homeless - Relief duty owed,,Not threatened with homelessness within 56 days - no duty owed,Withdrew application  before assessment - no duty owed,Not eligible / no longer eligible - no duty owed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Grand Total,,,Threatened with homelessness ¨C Prevention Duty owed,Threatened with homelessness due to service of valid Section 21 Notice ¨C Prevention Duty owed,Already homeless ¨C Relief Duty owed (include accepted local connection referrals),,Not threatened with homelessness within 56 days,Withdrew application  before assessment - no duty owed,Not eligible / no longer eligible - no duty owed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Number of households,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Total initial assessments1,2,6",,Assessed as owed a duty,,,,,Not homeless nor threatened with homelessness within 56 days - no duty owed,Withdrew application  before assessment - no duty owed,Not eligible / no longer eligible - no duty owed,,"Number of households
 in area5 (000s)","Households assessed as threatened with homelessness
per (000s)","Households assessed as homeless
per (000s)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Total owed a prevention or relief duty,"Threatened with homelessness within 56 days - 
Prevention duty owed",Of which:,"Homeless - 
Relief duty owed4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,due to service of valid Section 21 Notice3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000072,Epping Forest,,,466,,458,240,32,218,,3,5,0,,55, 4.33 , 3.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000208,Epsom & Ewell,,,209,,196,84,30,112,,8,4,1,,32, 2.64 , 3.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000036,Erewash,,,424,,417,190,74,227,,7,0,0,,52, 3.64 , 4.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000041,Exeter,,,"1,140",,"1,127",568,36,559,,9,4,0,,56, 10.19 , 10.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000087,Fareham,,,608,,277,128,49,149,,193,136,2,,51, 2.53 , 2.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000010,Fenland,,,615,,505,214,67,291,,78,20,12,,46, 4.69 , 6.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000112,Folkestone & Hythe,,,545,,531,370,81,161,,13,1,0,,54, 6.88 , 2.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000080,Forest of Dean,,,362,,300,194,35,106,,47,14,1,,38, 5.10 , 2.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000119,Fylde,,,292,,292,127,69,165,,0,0,0,,40, 3.16 , 4.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000037,Gateshead,,,"1,638",,"1,618","1,247",141,371,,18,1,1,,91, 13.71 , 4.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000173,Gedling,,,342,,341,224,41,117,,1,0,0,,54, 4.18 , 2.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000081,Gloucester,,,"1,257",,"1,248",534,94,714,,8,1,0,,55, 9.71 , 12.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000088,Gosport,,,541,,535,345,35,190,,0,5,1,,38, 9.16 , 5.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000109,Gravesham,,,680,,659,329,121,330,,14,7,0,,43, 7.68 , 7.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000145,Great Yarmouth,,,..,,..,..,..,..,,..,..,..,,45, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000011,Greenwich,,,"2,785",,"2,641","1,116",114,"1,525",,96,28,20,,116, 9.63 , 13.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000209,Guildford,,,438,,428,233,49,195,,7,2,1,,56, 4.14 , 3.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000012,Hackney,,,"2,412",,"2,335",907,115,"1,428",,36,3,38,,123, 7.35 , 11.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000006,Halton,,,..,,..,..,..,..,,..,..,..,,57, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000164,Hambleton,,,239,,235,107,22,128,,4,0,0,,42, 2.58 , 3.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000013,Hammersmith & Fulham,,,"1,067",,"1,054",452,63,602,,7,3,3,,83, 5.44 , 7.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000131,Harborough,,,260,,258,75,9,183,,2,0,0,,41, 1.83 , 4.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000014,Haringey,,,"2,796",,"2,236","1,492",176,744,,149,411,0,,110, 13.53 , 6.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000073,Harlow,,,406,,374,187,20,187,,20,12,0,,36, 5.20 , 5.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000165,Harrogate,,,733,,729,397,72,332,,2,1,1,,71, 5.59 , 4.68 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000015,Harrow,,,"1,060",,"1,008",602,103,406,,34,15,3,,87, 6.89 , 4.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000089,Hart,,,156,,151,100,4,51,,3,2,0,,39, 2.55 , 1.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000001,Hartlepool,,,629,,629,303,38,326,,0,0,0,,42, 7.13 , 7.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000062,Hastings,,,"1,074",,"1,067",480,177,587,,7,0,0,,44, 10.97 , 13.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000090,Havant,,,569,,550,307,29,243,,10,5,4,,57, 5.43 , 4.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000016,Havering,,,"2,161",,"2,120","1,174",121,946,,11,6,24,,107, 10.92 , 8.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000019,Herefordshire,,,"1,337",,"1,330",652,88,678,,3,2,2,,86, 7.55 , 7.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000098,Hertsmere,,,518,,511,303,21,208,,6,0,1,,42, 7.19 , 4.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000037,High Peak,,,373,,360,196,58,164,,11,2,0,,42, 4.62 , 3.87 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000017,Hillingdon,,,"2,259",,"2,165","1,201",427,964,,37,8,49,,112, 10.72 , 8.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000132,Hinckley & Bosworth,,,507,,500,174,20,326,,4,1,2,,53, 3.29 , 6.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000227,Horsham,,,417,,395,167,30,228,,17,0,5,,64, 2.61 , 3.57 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000018,Hounslow,,,..,,..,..,..,..,,..,..,..,,102, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000011,Huntingdonshire,,,837,,832,570,97,262,,4,0,1,,77, 7.43 , 3.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000120,Hyndburn,,,271,,270,136,43,134,,0,0,1,,36, 3.81 , 3.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000202,Ipswich,,,"1,903",,"1,286",928,102,358,,214,388,15,,59, 15.72 , 6.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000046,Isle of Wight,,,864,,720,399,121,321,,82,56,6,,68, 5.91 , 4.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000053,Isles of Scilly,,,0,,0,0,0,0,,0,0,0,,1, -00 , -00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000019,Islington,,,"2,549",,"2,455",718,20,"1,737",,94,0,0,,109, 6.61 , 15.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000020,Kensington & Chelsea,,,"1,321",,"1,233",475,49,758,,81,4,3,,76, 6.26 , 9.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000146,King's Lynn & West Norfolk,,,792,,520,180,46,340,,114,158,0,,66, 2.74 , 5.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000010,Kingston upon Hull,,,..,,..,..,..,..,,..,..,..,,114, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000021,Kingston upon Thames,,,391,,382,190,18,192,,8,1,0,,70, 2.71 , 2.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000034,Kirklees,,,"1,846",,"1,825","1,117",149,708,,21,0,0,,184, 6.08 , 3.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000011,Knowsley,,,"1,312",,"1,158",665,73,493,,145,7,2,,64, 10.31 , 7.64 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000022,Lambeth,,,"3,381",,"3,377","1,389",124,"1,988",,3,1,0,,140, 9.89 , 14.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000121,Lancaster,,,..,,..,..,..,..,,..,..,..,,61, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000035,Leeds,,,"5,198",,"5,122","3,233",238,"1,889",,21,9,46,,336, 9.63 , 5.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000016,Leicester,,,"2,701",,"2,617","1,583",231,"1,034",,72,9,3,,126, 12.53 , 8.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000063,Lewes,,,..,,..,..,..,..,,..,..,..,,46, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000023,Lewisham,,,"2,666",,"2,588","1,721",148,867,,54,16,8,,134, 12.85 , 6.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000194,Lichfield,,,337,,325,203,12,122,,11,1,0,,44, 4.61 , 2.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000138,Lincoln,,,962,,940,271,27,669,,4,14,4,,42, 6.51 , 16.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000012,Liverpool,,,"1,720",,"1,690",283,152,"1,407",,12,5,13,,227, 1.25 , 6.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000032,Luton,,,"1,808",,"1,720",665,129,"1,055",,63,17,8,,77, 8.59 , 13.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000110,Maidstone,,,"1,292",,"1,027",597,102,430,,134,93,38,,74, 8.11 , 5.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000074,Maldon,,,222,,215,127,18,88,,5,2,0,,29, 4.44 , 3.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000235,Malvern Hills,,,242,,239,83,23,156,,2,0,1,,36, 2.28 , 4.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000003,Manchester,,,"6,604",,"6,442","2,237",257,"4,205",,139,10,13,,219, 10.19 , 19.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000174,Mansfield,,,345,,345,198,6,147,,0,0,0,,49, 4.06 , 3.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000035,Medway Towns,,,"1,848",,"1,805",956,227,849,,27,10,6,,114, 8.41 , 7.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000133,Melton,,,358,,337,160,42,177,,17,3,1,,23, 6.97 , 7.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000187,Mendip,,,531,,531,329,50,202,,0,0,0,,52, 6.32 , 3.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000024,Merton,,,757,,736,480,67,256,,19,2,0,,80, 6.01 , 3.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000042,Mid Devon,,,556,,505,243,42,262,,44,2,5,,37, 6.64 , 7.16 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000203,Mid Suffolk,,,345,,344,239,39,105,,0,1,0,,47, 5.14 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000228,Mid Sussex,,,408,,397,179,54,218,,8,1,2,,64, 2.80 , 3.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000002,Middlesbrough,,,"1,492",,"1,461",552,12,909,,13,6,12,,57, 9.68 , 15.94 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000042,Milton Keynes,,,"2,004",,"1,943",653,181,"1,290",,49,6,6,,109, 5.98 , 11.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000210,Mole Valley,,,330,,287,202,9,85,,33,7,3,,38, 5.37 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000091,New Forest,,,797,,672,466,75,206,,45,77,3,,81, 5.75 , 2.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000175,Newark & Sherwood,,,310,,290,128,35,162,,9,2,9,,55, 2.35 , 2.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000021,Newcastle on Tyne,,,"2,802",,"2,473","1,726",98,747,,137,112,80,,125, 13.78 , 5.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000195,Newcastle under Lyme,,,494,,487,199,12,288,,4,3,0,,57, 3.47 , 5.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000025,Newham,,,..,,..,..,..,..,,..,..,..,,118, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000043,North Devon,,,941,,912,516,72,396,,15,13,1,,44, 11.79 , 9.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000038,North East Derbyshire,,,276,,264,179,33,85,,6,6,0,,46, 3.87 , 1.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000012,North East Lincolnshire,,,"1,364",,"1,317",560,40,757,,42,5,0,,71, 7.85 , 10.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000099,North Hertfordshire,,,432,,422,181,39,241,,7,3,0,,57, 3.16 , 4.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000139,North Kesteven,,,478,,477,163,32,314,,1,0,0,,53, 3.10 , 5.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000013,North Lincolnshire,,,..,,..,..,..,..,,..,..,..,,75, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000147,North Norfolk,,,391,,390,179,50,211,,1,0,0,,50, 3.57 , 4.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000061,North Northamptonshire,,,"1,418",,"1,363",582,84,781,,24,19,12,,154, 3.78 , 5.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000024,North Somerset,,,821,,812,549,193,263,,9,0,0,,99, 5.57 , 2.67 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000022,North Tyneside,,,927,,923,493,42,430,,3,1,0,,98, 5.02 , 4.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000218,North Warwickshire,,,205,,205,133,31,72,,0,0,0,,29, 4.59 , 2.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000134,North West Leicestershire,,,388,,333,141,13,192,,29,26,0,,47, 2.99 , 4.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000057,Northumberland,,,"1,047",,"1,046",486,120,560,,0,0,1,,148, 3.28 , 3.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000148,Norwich,,,..,,..,..,..,..,,..,..,..,,64, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000018,Nottingham,,,..,,..,..,..,..,,..,..,..,,131, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000219,Nuneaton & Bedworth,,,890,,824,305,6,519,,62,1,3,,57, 5.38 , 9.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000135,Oadby & Wigston,,,247,,247,114,20,133,,0,0,0,,21, 5.42 , 6.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000004,Oldham,,,"2,022",,"1,976",908,122,"1,068",,21,24,1,,97, 9.39 , 11.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000178,Oxford,,,474,,440,205,58,235,,18,5,11,,53, 3.90 , 4.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000122,Pendle,,,707,,357,245,45,112,,346,3,1,,40, 6.19 , 2.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000031,Peterborough,,,"1,746",,"1,665","1,113",274,552,,23,19,39,,83, 13.49 , 6.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000026,Plymouth,,,"2,025",,"1,861",513,162,"1,348",,102,45,17,,112, 4.57 , 12.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000044,Portsmouth,,,"2,322",,"2,256",730,337,"1,526",,66,0,0,,91, 8.03 , 16.78 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000123,Preston,,,..,,..,..,..,..,,..,..,..,,59, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000038,Reading,,,"1,886",,"1,098",361,47,737,,722,29,37,,66, 5.50 , 11.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000026,Redbridge,,,"1,314",,"1,144",319,128,825,,78,79,13,,111, 2.88 , 7.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000003,Redcar & Cleveland,,,415,,398,188,41,210,,4,7,6,,64, 2.94 , 3.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000236,Redditch,,,528,,517,198,25,319,,5,0,6,,36, 5.57 , 8.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000211,Reigate & Banstead,,,517,,496,288,84,208,,3,15,3,,61, 4.74 , 3.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000124,Ribble Valley,,,78,,78,23,2,55,,0,0,0,,28, 0.84 , 2.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000027,Richmond upon Thames,,,796,,589,156,29,433,,28,177,2,,85, 1.83 , 5.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000166,Richmondshire,,,202,,193,106,20,87,,5,3,1,,23, 4.68 , 3.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000005,Rochdale,,,"1,732",,"1,710","1,141",153,569,,11,4,7,,95, 11.96 , 5.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000075,Rochford,,,292,,286,142,35,144,,4,2,0,,36, 3.93 , 3.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000125,Rossendale,,,557,,544,472,55,72,,6,7,0,,32, 14.82 , 2.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000064,Rother,,,536,,515,236,72,279,,10,11,0,,46, 5.12 , 6.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000018,Rotherham,,,"1,253",,"1,245",429,84,816,,4,4,0,,115, 3.74 , 7.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000220,Rugby,,,..,,..,..,..,..,,..,..,..,,47, .. , .. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000212,Runnymede,,,330,,305,165,14,140,,16,7,2,,35, 4.70 , 3.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000176,Rushcliffe,,,294,,280,150,0,130,,8,1,5,,51, 2.93 , 2.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000092,Rushmoor,,,601,,573,351,71,222,,6,13,9,,38, 9.33 , 5.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E06000017,Rutland,,,149,,134,80,16,54,,8,5,2,,18, 4.54 , 3.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000167,Ryedale,,,237,,227,136,12,91,,4,4,2,,26, 5.29 , 3.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000006,Salford,,,"2,899",,"2,881","1,042",167,"1,839",,12,4,2,,119, 8.76 , 15.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000028,Sandwell,,,"1,315",,"1,242",578,43,664,,11,1,61,,130, 4.43 , 5.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000168,Scarborough,,,774,,765,321,91,444,,8,0,1,,52, 6.21 , 8.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000188,Sedgemoor,,,671,,644,242,66,402,,16,10,1,,55, 4.37 , 7.26 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000014,Sefton,,,"1,038",,"1,033",262,12,771,,3,0,2,,123, 2.13 , 6.27 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000169,Selby,,,278,,258,116,39,142,,13,6,1,,39, 2.95 , 3.61 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E07000111,Sevenoaks,,,415,,354,215,20,139,,49,12,0,,51, 4.24 , 2.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E08000019,Sheffield,,,"3,985",,"3,847","1,033",167,"2,814",,51,55,32,,249, 4.15 , 11.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
